ITEM_ID,ITEM_NAME,BRAND,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,COMPANY,SUPPLY_TYPE,SEGMENT,TAX_RATE
779120,"Vega Eye Liner Brush For Cream, Gel & Powder Formulation, Eyeliner Makeup Brush",Vega,Makeup,Makeup Brushes And Tools,Makeup Brushes,Vega Industries Pvt. Ltd.,WH - Ambient,KnS,18
942794,"Vega Eye Groomer For Eyelashes & Eyebrows With Soft Bristles, Eyebrow Comb",Vega,Makeup,Makeup Brushes And Tools,Makeup Brushes,Vega Industries Pvt. Ltd.,WH - Ambient,KnS,18
730794,"Vega Mascara Cosmetic Brush, Mascara Makeup Brush, Eyelash Applicator Brush",Vega,Makeup,Makeup Brushes And Tools,Makeup Brushes,Vega Industries Pvt. Ltd.,WH - Ambient,KnS,18
871261,Arata Regenerating Super Shampoo And Salicylic Bodywash,Arata,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Slick Organics Private Limited,WH - Ambient,KnS,18
139929,"Wishcare Multi Peptide Anti Hairfall Shampoo - Rice Water, Rosemary",Wishcare,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Rabiko Lifestyle Pvt Limited,WH - Ambient,KnS,5
769135,Pee Safe Aloe Vera Panty Liners,Pee Safe,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,0
712625,Pee Safe Disposable Period Panty (Xl-Xxl) 4n,Pee Safe,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,18
959510,Pee Safe Ultra Thin Sanitary Pads For Women | 30 Pads- 14 Xl Pads + 16 Xxl Pads,Pee Safe,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,0
663888,Pee Safe Ultra Thin Sanitary Pads,Pee Safe,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Redcliffe Hygiene Private Limited,WH - Ambient,KnS,0
896212,"Whisper Super Absorbent Period Panty, M-L Panties (Pack Of 18)",Whisper,Hygiene And Wellness,Feminine Hygiene,Panties And Liners,Procter & Gamble,WH - Ambient,KnS,0
354475,Sofy Women Antibacteria Nights Longest Xxl | Women Sanitary Pads | Wider Hip Guard,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,0
404018,Sofy Women Antibacteria Nights Longest Xxl - 323mm | 40 Pads | Women Sanitary Pads | Wider Hip Guard,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,0
284798,Sofy Women Antibacteria Nights Longest Xxl | Women Sanitary Pads | Wider Hip Guard,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,0
970554,Bare Necessities Bamboo Toothbrushes With Charcoal Bristles - Pack Of 2 | Green & Blue,Bare Necessities,Hygiene And Wellness,Oral Care,Toothbrush,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,18
414329,"Zandu Roll-On Tension Gone, Instant Relief From Headache & Cold",Zandu,Hygiene And Wellness,Wound Care And Pain Relief,Topical Pain Relief,Emami Ltd,WH - Ambient,KnS,5
426832,Mamaearth Chia Hydra Calm Face Pack,Mamaearth,Beauty And Grooming,Face And Lip Care,Face Care,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
339654,Mamaearth Rice Dewy Bright Face Pack,Mamaearth,Beauty And Grooming,Face And Lip Care,Face Care,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
362983,Shryoan Standout Brightening & Hydrating Concealer | Shade-02 | Vanilla,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
891881,Shryoan Standout Brightening & Hydrating Concealer | Shade-01 | Pearl,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
574289,Shryoan Standout Brightening & Hydrating Concealer | Shade-03 | Natural Beige,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
982941,Shryoan Standout Brightening & Hydrating Concealer | Shade-07 | Toffee,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
954881,Shryoan Standout Brightening & Hydrating Concealer | Shade-04 | Latte,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
932075,Shryoan Standout Brightening & Hydrating Concealer | Shade-05 | Chai,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
829484,Shryoan Standout Brightening & Hydrating Concealer | Shade-09 | Rusty Orange,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
800288,Shryoan Standout Brightening & Hydrating Concealer | Shade-06 | Warm Honey,Shryoan,Makeup,Face Makeup,Concealer,Nash And Hames Private Limited,WH - Ambient,KnS,18
929788,"Streax Skin Bright & Shine Face Wash Cleanser,| All Skin Types",Streax,Bath Body And Hair,Face Wash And Scrub,Face Wash,Hygienic Research Institute Pvt Ltd,WH - Ambient,KnS,18
192195,Cetaphil Gentle Exfoliating Sa Lotion,Cetaphil,Bath Body And Hair,Body Lotion,Moisturising Lotion,Galderma India Pvt Ltd,WH - Ambient,KnS,18
720215,Plum Hibiscus & Ceramides Shampoo + Conditioner Duo,Plum,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Pureplay Skin Sciences (India) Pvt. Ltd.,WH - Ambient,KnS,18
876588,Renee Everyday Face Bright Serum In Cream,Renee,Bath Body And Hair,Serums,Face Serum,Renee Cosmetics,WH - Ambient,KnS,18
336045,Camay Lavender Shower Gel For Women,Camay,Bath Body And Hair,Shower Gel,Fragrance Shower Gel,Unilever International,WH - Ambient,KnS,18
881213,Indē Wild Iconic Duo With Bestselling Champi Hair Oil & Dewy Lip Treatment,Indē Wild,Bath Body And Hair,Hair Oil And Serum,Hair Oil,Inde Wild Private Limited,WH - Ambient,KnS,18
580975,Camay Strawberry Shower Gel For Women,Camay,Bath Body And Hair,Shower Gel,Fragrance Shower Gel,Unilever International,WH - Ambient,KnS,18
145778,Multani Naturals Amla & Bhringraj Shampoo | Useful In Hair Growth & Hair Fall | Sls & Paraben Free | Dermatologically & Clinically Tested,Multani,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Multani Pharmaceuticals Limited,WH - Ambient,KnS,5
620706,Tnw The Natural Wash Way To Glow Body Shimmer Spray - Hydrates Skin & Improved Texture,Tnw The Natural Wash,Bath Body And Hair,"Perfumes, Deos And Talc",Body Spray,Mpg Brands Private Limited,WH - Ambient,KnS,18
790992,Camay Dynamique Shower Gel For Women,Camay,Bath Body And Hair,Shower Gel,Fragrance Shower Gel,Unilever International,WH - Ambient,KnS,18
658567,Cinthol Lime Foam Body Wash,Cinthol,Bath Body And Hair,Shower Gel,Body Wash,Godrej Consumer Products Limited,WH - Ambient,KnS,18
897236,Camay Hypnotique Shower Gel For Women,Camay,Bath Body And Hair,Shower Gel,Fragrance Shower Gel,Unilever International,WH - Ambient,KnS,18
674811,Camay Natural Scent Soap Bar,Camay,Bath Body And Hair,Soap,Freshness Soap,Unilever International,WH - Ambient,KnS,5
468389,Indē Wild Luscious Locks Bestselling Hair Growth Duo,Indē Wild,Bath Body And Hair,Hair Oil And Serum,Hair Oil,Inde Wild Private Limited,WH - Ambient,KnS,18
547958,Camay Romantique Shower Gel For Women,Camay,Bath Body And Hair,Shower Gel,Fragrance Shower Gel,Unilever International,WH - Ambient,KnS,18
777999,Camay Elegant Scent Soap Bar Single,Camay,Bath Body And Hair,Soap,Freshness Soap,Unilever International,WH - Ambient,KnS,5
209377,Dove Bw Sakura Nw,Dove,Bath Body And Hair,Shower Gel,Body Wash,Unilever International,WH - Ambient,KnS,18
180939,Camay Sensual Scent Soap Bar Single,Camay,Bath Body And Hair,Soap,Freshness Soap,Unilever International,WH - Ambient,KnS,5
705645,Mamaearth Rosemary Water Anti-Hair Fall Spray,Mamaearth,Bath Body And Hair,Hair Oil And Serum,Hair Spary,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
193293,Rexona W Deo Aer Ap Invis Bl Wh,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Unilever International,WH - Ambient,KnS,18
857370,Rexona W Deo Aer Ap Powder Dry,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Unilever International,WH - Ambient,KnS,18
472763,Fang Oral Care Farm Mint Toothpaste,Fang Oral Care,Hygiene And Wellness,Oral Care,Toothpaste,Couch Commerce Private Limited,WH - Ambient,KnS,5
723151,Gubb Copper Tongue Cleaner Loop,Gubb,Hygiene And Wellness,Oral Care,Floss And Tongue Cleaner,Groom Town Private Limited,WH - Ambient,KnS,18
970375,Gubb Tongue Cleaner Metal,Gubb,Hygiene And Wellness,Oral Care,Floss And Tongue Cleaner,Groom Town Private Limited,WH - Ambient,KnS,18
511081,Zlade Eazyglide Ii Twin-Blade Shaving Razor For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
122037,Zlade Hyperglide5 Pro Shaving Razor For Men - Sports Edition,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
994897,Zlade Hyperglide3 Lite Shaving Razor For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
427001,Zlade Hyperglide5 Advanced Shaving Razor For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
397989,Zlade Hyperglide3 Advanced Shaving Razor For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
227431,Zlade Retro Single-Blade Shaving Razor For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
811325,Zlade Hyperglide3 Advanced Shaving System For Men,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
452870,Zlade Eazyglide Ii Twin-Blade Razor For Men - Single Shaving Razor,Zlade Ballistic,Beauty And Grooming,Hair Removal,Razor,"Aegis Personal Care Llp, Pune India",WH - Ambient,KnS,18
428868,Colgate Total Advanced Health Cavity Protection Toothpaste And Colgate Zigzag Toothbrush Set,Colgate,Hygiene And Wellness,Oral Care,Toothpaste,Colgate-Palmolive (India) Ltd,WH - Ambient,KnS,18
215342,Colgate Total Advanced Health Cavity Protection Toothpaste And Colgate Plax Peppermint Fresh Mouthwash,Colgate,Hygiene And Wellness,Oral Care,Toothpaste,Colgate-Palmolive (India) Ltd,WH - Ambient,KnS,18
250129,Jovees Herbal Strawberry Face Wash With Strawberry Extracts And Jovees Herbal Ultra Radiance Gold Face Wash,Jovees Herbal,Hygiene And Wellness,Face Wash And Scrub,Face Wash,Jovees Herbal Care Pvt. Ltd,WH - Ambient,KnS,18
878307,Dabur red Ayurvedic Toothpaste And Oral-B Pro Clean Sensitive Extra Soft Toothbrush,Dabur,Hygiene And Wellness,Oral Care,Toothpaste,Dabur India Ltd,WH - Ambient,KnS,18
799486,"Sensodyne Pronamel Enamel Protection Toothpaste, Fresh Breath",Sensodyne,Hygiene And Wellness,Oral Care,Toothpaste,Gsk Consumer Healthcare Ltd.,WH - Ambient,KnS,5
395059,"Sensodyne Pronamel Enamel Protection Toothpaste, Daily Protection",Sensodyne,Hygiene And Wellness,Oral Care,Toothpaste,Gsk Consumer Healthcare Ltd.,WH - Ambient,KnS,5
367819,"Sensodyne Mouthwash Complete Protection+, All In One Mouth Wash For Sensitivity Protection",Sensodyne,Hygiene And Wellness,Oral Care,Mouthwash And Mouth Sprays,Gsk Consumer Healthcare Ltd.,WH - Ambient,KnS,18
742339,Colgate Visible White Purple Teeth Whitening Serum Mint & Yuzu Flavour,Colgate,Hygiene And Wellness,Oral Care,Teeth Whitening Pen,Colgate-Palmolive (India) Ltd,WH - Ambient,KnS,18
524486,Palmolive Hydrating Raspberry Foaming Handwash Liquid,Palmolive,Hygiene And Wellness,Hand Wash And Sanitizer,Hand Wash,Colgate-Palmolive (India) Ltd,WH - Ambient,KnS,18
785616,"Maybelline New York Colossal Lasting Drama Kajal, 10 Midnight Black",Maybelline,Makeup,Eye Makeup,Kajal,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
734298,"Maybelline New York Colossal Lasting Drama Kajal, 50 Under The Sea (Blue)",Maybelline,Makeup,Eye Makeup,Kajal,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
197448,Faces Canada Weightless Matte Lipstick - Wine Rouge | Pigmented And Hydrated Lips,Faces Canada,Makeup,Lip Makeup,Lipsticks,Faces Cosmetics India Pvt. Ltd,WH - Ambient,KnS,18
501883,Gush Beauty Dart It Hydrocolloid Pimple Patches For Healing Acne Zits And Blemishes - Baby Pink Heart And Star,Gush Beauty,Beauty And Grooming,Face And Lip Care,Face Care,Ornet Beauty Private Limited,WH - Ambient,KnS,18
909568,Streax Crème Permanent Hair Colour - 3 Dark Brown Hair Color,Streax,Beauty And Grooming,Hair Colour,Creme Hair Colour,Hygienic Research Institute Pvt Ltd,WH - Ambient,KnS,18
723270,Tnw The Natural Wash Herbal Beetroot Lip Balm With Spf 15 For Dry & Soft Lips - Non Sticky,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Lip Balm,Mpg Brands Private Limited,WH - Ambient,KnS,18
503862,Tnw The Natural Wash Sunscreen Wipes For Removing Dirt & Oil,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
169072,Gush Beauty Perfect Pout – 2-In1 Super Stack Lipstick Gift Set For Women| Dreamy Lip Combos With Skin-Loving Ingredient,Gush Beauty,Makeup,Lip Makeup,Lipsticks,Ornet Beauty Private Limited,WH - Ambient,KnS,18
838322,Neha Rachni Mehandi,Neha,Makeup,Makeup Brushes And Tools,Mehandi,Neha Herbals Pvt Ltd,WH - Ambient,KnS,5
752095,Gush Beauty Kiss Kit Dreamy 2-In-1 Lip Combo Gift Set | Glaze Lip Oil Gloss + Pen Pal + Travel-Friendly Makeup Pouch,Gush Beauty,Makeup,Lip Makeup,Lip Gloss,Ornet Beauty Private Limited,WH - Ambient,KnS,18
104462,Tnw The Natural Wash Eyecatchy Longstay Intense Waterproof Kajal Lasts Upto 12 Hrs,Tnw The Natural Wash,Makeup,Eye Makeup,Kajal,Mpg Brands Private Limited,WH - Ambient,KnS,18
431267,"Gush Beauty Sweet Cheek Duo Makeup Gift Set (4-In1) | 2 Squishy Blush + 2 Play Tint | Hydrating, Pigmented Cheek And Lip Combo",Gush Beauty,Makeup,Face Makeup,Blush,Ornet Beauty Private Limited,WH - Ambient,KnS,18
295916,Maybelline Tattoo Play Metallic Silver Liquid Eyeliner - Spark,Maybelline New York,Makeup,Eye Makeup,Eyeliner,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
121833,Maybelline Tattoo Play Metallic Burgundy Liquid Eyeliner - Blaze,Maybelline New York,Makeup,Eye Makeup,Eyeliner,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
594891,Maybelline Tattoo Play Metallic Blue Liquid Eyeliner - Flash,Maybelline New York,Makeup,Eye Makeup,Eyeliner,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
257252,Maybelline Tattoo Play Metallic Green Liquid Eyeliner - Rush,Maybelline New York,Makeup,Eye Makeup,Eyeliner,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
255210,Leezu's Toofaan Stroker Personal Massager For Men,Leezu's,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Little Bear Wellness Ventured Private Limited,WH - Ambient,KnS,18
987658,Durex 5 In 1 Pleasure Pack | Assorted Condoms,Durex,Hygiene And Wellness,Sexual Wellness,Condoms,Reckitt Benckiser India Pvt Ltd,WH - Ambient,KnS,0
367659,Leezu's Intense Dream Team For Him - Toofan Men's Personal Massager (Pink),Leezu's,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Little Bear Wellness Ventured Private Limited,WH - Ambient,KnS,18
126370,Leezu's Sultaan Dream Team For Him With Watermelon Jelly - Men's Personal Massager,Leezu's,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Little Bear Wellness Ventured Private Limited,WH - Ambient,KnS,18
185524,Coloressence Sun Pop Sunscreen Compact Spf 30 Pa | Matte Finish With Oil Control,Coloressence,Beauty And Grooming,Body Lotion,Sunscreen,Nature Magic World,WH - Ambient,KnS,5
629921,Coloressence Lipstay Dawn To Dusk Kit,Coloressence,Beauty And Grooming,Face And Lip Care,Lipstick,Nature Magic World,WH - Ambient,KnS,18
634094,Brillare Coffee Connection Bath And Body Gift Set,Brillare,Beauty And Grooming,Gift Packs,Skincare,Brillare Science Private Limited,WH - Ambient,KnS,18
732829,Plix Jamun 10% Niacinamide Active Acne Dewy Serum,Plix,Beauty And Grooming,Face And Lip Care,Face Care,Satiya Nutraceuticals Private Limited,WH - Ambient,KnS,18
196656,Coloressence Lipstay Dusk To Dawn Kit,Coloressence,Beauty And Grooming,Face And Lip Care,Lipstick,Nature Magic World,WH - Ambient,KnS,18
898733,Coloressence Sunpop Makeup Fixer Spf 15 | Infused With Aloe Vera & Rose Extracts,Coloressence,Makeup,Face Makeup,Setting Spray,Nature Magic World,WH - Ambient,KnS,18
592062,Coloressence Nail Paint Kit- Pack Of 5 & Free Nail Paint Remover-Coffee Coats,Coloressence,Makeup,Nail Paints And Accessories,Nail Polish Remover,Nature Magic World,WH - Ambient,KnS,18
443942,Just Herbs Saffron + Malai Hydrating Bathing Bar,Just Herbs,Bath Body And Hair,Soap,Brightening Soap,Marico Limited,WH - Ambient,KnS,5
811178,"Tnw The Natural Wash Black Seed Hair Serum For Dry, Frizzy & Tangle Free Hair",Tnw The Natural Wash,Bath Body And Hair,Hair Oil And Serum,Hair Serum,Mpg Brands Private Limited,WH - Ambient,KnS,18
803981,"L’oréal Professionnel Serioxyl Advanced Density Activator, Leave-In Serum For Hair Growth",L'oreal Professionnel,Bath Body And Hair,Hair Oil And Serum,Hair Serum,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
475230,Naturali Hairfall Arrest Conditioner With Red Onion & Bhringraj Sulphate & Paraben,Naturali,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Guiltfree Industries Limited,WH - Ambient,KnS,18
977160,Dove Daily Shine Shampoo& 10 In 1 Deep Repair Treatment Hair Mask,Dove,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,18
361008,Xo Curls Hydrating Shampoo And Xo Curls Hydrating Conditioner,Xo Curls,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Redsircle Wellness (P) Ltd,WH - Ambient,KnS,18
896260,Love Beauty & Planet Hairfall Control Sulfate Free Shampoo & Onion Black Seed And Patchouli Hair Mask,Love Beauty & Planet,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,18
263337,Love Beauty & Planet Argan Oil And Lavender Sulfate Free Smooth Shampoo & Argan Oil & Lavender Hair Mask,Love Beauty & Planet,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,18
456029,Dove Daily Shine Shampoo& 10 In 1 Deep Repair Treatment Hair Mask,Dove,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,18
642082,Tnw The Natural Wash Kumkumadi Toner With Kumkumadi & Rice Water Extract For Glowing,Tnw The Natural Wash,Beauty And Grooming,Face Makeup,Cleansers And Toners,Mpg Brands Private Limited,WH - Ambient,KnS,18
679106,Tnw The Natural Wash 0.5% Retinol Serum Anti-Ageing Face Serum For Reduce Fine Lines,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
980769,"Tnw The Natural Wash Vitamin C Face Sheet Mask For Glowing, Hydrating, Nourishing",Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
641135,Neha Color Complex Hair Colour Natural Black,Neha,Beauty And Grooming,Hair Colour,Hair Colour,Neha Herbals Pvt Ltd,WH - Ambient,KnS,18
142328,Neha Salon Skip Crème Hair Color Natural Black,Neha,Beauty And Grooming,Hair Colour,Hair Colour,Neha Herbals Pvt Ltd,WH - Ambient,KnS,18
438953,Tnw The Natural Wash Five Time Use Papaya Radiance Facial Kit For Instant Glow,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
120504,Quench Dew Must Go On Kit,Quench,Beauty And Grooming,Gift Packs,Skincare,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
522180,Tnw The Natural Wash Tomato Clay Face Mask For Glowing Skin,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
235711,Tnw The Natural Wash Charcoal Peel Off Face Mask With Activated Charcoal,Tnw The Natural Wash,Beauty And Grooming,Face And Lip Care,Face Care,Mpg Brands Private Limited,WH - Ambient,KnS,18
755248,Tnw The Natural Wash Vitamin C Face Toner For Improve Skin Texture With Niacinamide,Tnw The Natural Wash,Beauty And Grooming,Face Makeup,Cleansers And Toners,Mpg Brands Private Limited,WH - Ambient,KnS,18
494518,Fem Fairness (Saffron & Milk) Cr猫me Bleach,Fem,Beauty And Grooming,Face And Lip Care,Face Care,Dabur India Ltd,WH - Ambient,KnS,18
941297,"Dot & Key 10% Vitamin C+E, 5% Niacinamide Face Serum",Dot & Key,Beauty And Grooming,Face And Lip Care,Face Care,Dot & Key Wellness Private Limited,WH - Ambient,KnS,18
271492,Coloressence Nail Paint Kit & Free Nail Paint Remover-Fresh Bloom,Coloressence,Beauty And Grooming,Nail Makeup,Nail Paints,Nature Magic World,WH - Ambient,KnS,18
827065,Belif The True Cream Aqua Bomb,Belif,Beauty And Grooming,Beauty Accessories,Moisturising Cream,Holistique Beauty Products Private Limited,WH - Ambient,KnS,18
432826,Coloressence Mini Nude Nail Polish (N-3 Nude Sand),Coloressence,Makeup,Nail Paints And Accessories,Nail Polish,Nature Magic World,WH - Ambient,KnS,18
568536,Maybelline New York Superstay Matte Ink Liquid Lipstick - 16h Longwear Matte | Validator,Maybelline New York,Makeup,Lip Makeup,Lipsticks,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
151407,Neha Herbal Mehandi,Neha Herbal,Makeup,Makeup Brushes And Tools,Mehandi,Neha Herbals Pvt Ltd,WH - Ambient,KnS,18
749796,Neha Herbal Mehandi,Neha Herbal,Makeup,Makeup Brushes And Tools,Mehandi,Neha Herbals Pvt Ltd,WH - Ambient,KnS,18
787091,Neha Herbal Mehandi,Neha Herbal,Makeup,Makeup Brushes And Tools,Mehandi,Neha Herbals Pvt Ltd,WH - Ambient,KnS,18
487228,Coloressence Mini Nude Nail Polish (N-4 Nude Mauve),Coloressence,Makeup,Nail Paints And Accessories,Nail Polish,Nature Magic World,WH - Ambient,KnS,18
634438,Tnw The Natural Wash Bb Cream Medium Coverage With Spf 30 Sun Protection - 02 Medium Shade,Tnw The Natural Wash,Makeup,Face Makeup,Bb Cream,Mpg Brands Private Limited,WH - Ambient,KnS,18
502897,Maybelline New York Superstay Matte Ink Liquid Lipstick - 16h Longwear Matte |Entertainer,Maybelline New York,Makeup,Lip Makeup,Lipsticks,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
617212,Maybelline New York Superstay Matte Ink Liquid Lipstick - 16h Longwear Matte | Charmer,Maybelline New York,Makeup,Lip Makeup,Lipsticks,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
896867,Maybelline New York Superstay Matte Ink Liquid Lipstick - 16h Longwear Matte | Savant,Maybelline New York,Makeup,Lip Makeup,Lipsticks,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
117655,Maybelline New York Superstay Matte Ink Liquid Lipstick - 16h Longwear Matte | Fighter,Maybelline New York,Makeup,Lip Makeup,Lipsticks,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
678697,Just Herbs Naturally Chic Makeup Hamper | For Her | Makeup Gift Kit |,Just Herbs,Makeup,Gift Set,Makeup Kit,Marico Limited,WH - Ambient,KnS,18
994604,Nature's Essence Advanced Glowing Gold Facial Kit For Radiant Skin,Nature's Essence,Beauty And Grooming,Face And Lip Care,Face Care,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
395027,"Streax Gel Hair Colour For Women, Burgundy 3.16",Streax,Beauty And Grooming,Hair Colour,Creme Hair Colour,Hygienic Research Institute Pvt Ltd,WH - Ambient,KnS,18
310273,Nature's Essence Daily De-Tan Day Serum Cream,Nature's Essence,Beauty And Grooming,Face Cream,Face Care,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
298226,"Streax Gel Hair Colour For Women, Dark Brown 3",Streax,Beauty And Grooming,Hair Colour,Creme Hair Colour,Hygienic Research Institute Pvt Ltd,WH - Ambient,KnS,18
327366,"Nature’s Essence De‑tan Therapy Wipe‑off Face Mask, Bleach Free Formula",Nature's Essence,Beauty And Grooming,Face Cream,Face Care,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
513773,Streax Crème Permanent Hair Colour - 3.16 Burgundy Hair Color,Streax,Beauty And Grooming,Hair Colour,Creme Hair Colour,Hygienic Research Institute Pvt Ltd,WH - Ambient,KnS,18
475604,Soulflower Onion Amla Hair Growth Oil For Strengthening & Hair Fall Control,Soulflower,Bath Body And Hair,Hair Oil And Serum,Ayurvedic Hair Oil,Pt Invent India Pvt Ltd,WH - Ambient,KnS,5
787147,Soulflower Citronella Essential Oil Soothing Skin & Scalp Controls Acne Hair Greasiness,Soulflower,Bath Body And Hair,Hair Oil And Serum,Ayurvedic Hair Oil,Pt Invent India Pvt Ltd,WH - Ambient,KnS,5
283540,Foxtale True Clarity Oil And Acne Control Face Wash,Foxtale,Bath Body And Hair,Face Wash And Scrub,Face Wash,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,18
328052,Tresemme Silk Press Smoothing Shampoo& Silk Press Sculpting Hair Mask,Tresemme,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Hindustan Unilever Limited,WH - Ambient,KnS,18
249088,"Soulflower Biotin Onion Shampoo Hair Growth, Anti Hair Fall, Strong Roots For Men & Women",Soulflower,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Pt Invent India Pvt Ltd,WH - Ambient,KnS,5
357509,Meera Shampoo With Rice Kanji & Aloe Vera For Smooth And Shiny Hair,Meera,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Cavinkare Private Ltd,WH - Ambient,KnS,5
375259,Biolage Smoothproof Camellia Shampoo & Smoothproof Conditioner For Frizzy Hair& Smoothproof Deep Smoothing Professional 6 In 1 Hair Serum,Biolage,Bath Body And Hair,Shampoo And Conditioner,Shampoo,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
634966,Home Centre Vicente Fragrance Gift Set (Lavender Field),Home Centre,Bath Body And Hair,Gift Packs,Personal Care Gift,Landmark Online India Private Limited,WH - Ambient,KnS,18
